,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
5342,10088,Male,Loyal Customer,53,Business travel,Business,3825,5,5,5,5,5,3,2,4,4,4,4,1,4,5,0,0,satisfied
5343,124584,Male,Loyal Customer,56,Business travel,Business,2406,2,2,2,2,3,4,3,2,2,2,2,1,2,1,1,7,neutral or dissatisfied
5344,36709,Male,Loyal Customer,36,Business travel,Eco Plus,1197,5,1,1,1,5,5,5,5,1,3,1,3,4,5,0,22,satisfied
5345,62496,Female,Loyal Customer,40,Business travel,Business,1744,2,2,2,2,5,5,4,4,4,5,4,5,4,4,0,0,satisfied
5346,96952,Male,Loyal Customer,57,Business travel,Business,1991,3,3,3,3,4,5,5,5,5,5,5,5,5,5,16,12,satisfied
5347,27113,Female,disloyal Customer,28,Business travel,Business,2677,3,3,3,4,3,2,2,3,3,3,4,2,3,2,1,0,neutral or dissatisfied
5348,90264,Female,Loyal Customer,56,Business travel,Business,2888,3,3,3,3,3,4,4,4,4,4,4,3,4,4,83,84,satisfied
5349,18121,Female,Loyal Customer,56,Business travel,Business,120,1,1,4,1,3,4,3,2,2,2,1,3,2,4,17,3,neutral or dissatisfied
5350,113582,Female,Loyal Customer,44,Business travel,Business,1712,5,5,5,5,1,3,1,5,5,5,5,5,5,5,17,4,satisfied
5351,127467,Female,Loyal Customer,43,Business travel,Business,2075,3,3,3,3,5,3,4,5,5,5,5,3,5,5,13,29,satisfied
5352,20229,Male,Loyal Customer,48,Business travel,Eco,224,5,3,3,3,5,5,5,5,3,3,4,5,5,5,54,51,satisfied
5353,50449,Female,disloyal Customer,26,Business travel,Eco,262,3,3,3,4,3,3,3,3,3,1,3,1,3,3,39,27,neutral or dissatisfied
5354,34074,Female,Loyal Customer,45,Personal Travel,Eco,1674,1,5,1,4,1,4,4,4,4,2,4,4,1,4,189,184,neutral or dissatisfied
5355,59574,Female,Loyal Customer,45,Business travel,Business,854,2,2,2,2,4,4,5,4,4,4,4,3,4,3,0,0,satisfied
5356,103341,Male,Loyal Customer,39,Personal Travel,Eco,1139,3,5,3,3,2,3,2,2,4,3,5,2,2,2,5,0,neutral or dissatisfied
5357,96448,Female,Loyal Customer,52,Business travel,Business,2943,2,2,1,2,5,5,4,5,5,5,5,3,5,3,19,2,satisfied
5358,4060,Male,Loyal Customer,40,Personal Travel,Eco,479,2,4,2,3,1,2,1,1,2,2,4,3,3,1,124,129,neutral or dissatisfied
5359,54785,Female,Loyal Customer,60,Business travel,Business,2673,4,4,4,4,5,5,5,4,5,4,5,5,3,5,163,149,satisfied
5360,64666,Male,Loyal Customer,44,Business travel,Eco,190,3,2,4,4,3,3,3,3,3,2,3,3,3,3,0,0,neutral or dissatisfied
5361,114346,Female,Loyal Customer,58,Personal Travel,Eco,862,3,5,3,3,3,4,4,4,4,3,5,3,4,3,36,15,neutral or dissatisfied
5362,94998,Female,Loyal Customer,25,Personal Travel,Eco,239,3,3,3,4,4,3,4,4,2,2,3,3,3,4,51,46,neutral or dissatisfied
5363,21095,Male,Loyal Customer,72,Business travel,Business,2723,4,5,5,5,3,3,3,4,4,4,4,2,4,2,0,0,neutral or dissatisfied
5364,99049,Female,disloyal Customer,22,Business travel,Business,453,0,0,0,1,1,0,1,1,5,4,5,5,4,1,12,0,satisfied
5365,109019,Male,disloyal Customer,49,Business travel,Business,781,3,3,3,2,4,3,4,4,4,2,5,3,5,4,93,89,neutral or dissatisfied
5366,46805,Male,Loyal Customer,22,Business travel,Business,819,4,4,4,4,3,4,3,3,2,1,5,4,3,3,55,43,satisfied
5367,9879,Male,Loyal Customer,45,Business travel,Business,1952,3,4,4,4,3,3,3,3,3,3,3,4,3,1,0,0,neutral or dissatisfied
5368,62327,Male,Loyal Customer,8,Personal Travel,Eco,414,3,5,3,4,3,3,2,3,4,1,4,5,3,3,0,0,neutral or dissatisfied
5369,78396,Female,Loyal Customer,19,Personal Travel,Eco,726,1,3,0,1,1,0,1,1,1,2,4,1,3,1,0,0,neutral or dissatisfied
5370,76070,Male,Loyal Customer,31,Business travel,Business,3844,5,5,5,5,5,5,5,5,4,3,5,4,5,5,0,3,satisfied
5371,117252,Female,Loyal Customer,67,Personal Travel,Eco,369,4,3,4,3,4,2,5,3,3,4,3,3,3,4,0,0,satisfied
5372,616,Male,disloyal Customer,27,Business travel,Business,89,2,2,2,4,1,2,1,1,5,3,5,3,5,1,0,0,neutral or dissatisfied
5373,129335,Female,Loyal Customer,18,Business travel,Business,2475,1,4,1,1,1,2,1,1,4,1,2,2,3,1,0,0,neutral or dissatisfied
5374,11737,Male,Loyal Customer,23,Business travel,Eco,395,2,3,3,3,2,2,1,2,1,5,4,1,3,2,0,1,neutral or dissatisfied
5375,88735,Male,Loyal Customer,59,Personal Travel,Eco,581,4,4,4,1,4,4,4,4,3,3,5,4,4,4,0,0,neutral or dissatisfied
5376,49432,Male,Loyal Customer,40,Business travel,Eco,373,3,2,2,2,3,4,3,3,4,2,2,3,1,3,79,71,satisfied
5377,617,Female,Loyal Customer,54,Business travel,Business,1586,1,1,1,1,2,3,3,2,2,2,1,2,2,3,10,19,neutral or dissatisfied
5378,12041,Female,Loyal Customer,60,Business travel,Business,3633,2,5,5,5,5,2,3,2,2,2,2,2,2,3,49,43,neutral or dissatisfied
5379,65390,Female,Loyal Customer,8,Personal Travel,Eco,631,3,1,4,4,2,4,4,2,1,2,3,2,4,2,0,0,neutral or dissatisfied
5380,115586,Female,Loyal Customer,57,Business travel,Business,417,3,3,3,3,3,5,4,4,4,4,4,5,4,5,0,0,satisfied
5381,59254,Female,Loyal Customer,51,Business travel,Eco,3904,3,1,1,1,3,3,3,3,5,4,3,3,1,3,17,0,neutral or dissatisfied
5382,41913,Male,Loyal Customer,36,Business travel,Eco,129,4,1,1,1,4,4,4,4,2,4,3,3,2,4,0,0,satisfied
5383,120214,Female,Loyal Customer,55,Business travel,Business,3890,2,2,2,2,4,4,5,4,4,4,4,3,4,4,16,0,satisfied
5384,106455,Male,disloyal Customer,25,Business travel,Eco,1223,3,3,3,3,5,3,1,5,2,2,3,4,2,5,30,45,neutral or dissatisfied
5385,59761,Female,Loyal Customer,58,Business travel,Business,1614,3,3,3,3,2,4,4,3,3,3,3,3,3,5,21,13,satisfied
5386,127010,Male,Loyal Customer,51,Business travel,Business,2510,5,5,5,5,2,5,4,5,5,5,5,3,5,4,8,19,satisfied
5387,101176,Male,Loyal Customer,38,Business travel,Business,1540,2,2,5,2,3,1,3,4,4,4,4,4,4,1,0,0,satisfied
5388,44200,Male,Loyal Customer,35,Personal Travel,Eco,128,2,5,0,3,2,0,2,2,5,1,3,5,4,2,0,0,neutral or dissatisfied
5389,89006,Female,Loyal Customer,43,Business travel,Business,1947,2,2,2,2,5,3,4,2,2,2,2,1,2,3,1,12,neutral or dissatisfied
5390,30363,Male,Loyal Customer,26,Business travel,Eco,641,5,1,1,1,5,5,3,5,5,5,1,4,2,5,0,1,satisfied
5391,122801,Female,disloyal Customer,20,Business travel,Eco,599,2,4,2,3,3,2,3,3,4,2,3,1,4,3,28,31,neutral or dissatisfied
5392,54034,Female,Loyal Customer,68,Personal Travel,Business,1416,2,5,2,3,4,4,1,5,5,2,5,2,5,3,60,20,neutral or dissatisfied
5393,22703,Female,Loyal Customer,13,Personal Travel,Eco,579,2,2,2,3,5,2,5,5,3,2,3,2,3,5,10,0,neutral or dissatisfied
5394,22891,Female,Loyal Customer,26,Personal Travel,Eco,147,2,4,2,4,1,2,1,1,3,4,5,4,4,1,0,0,neutral or dissatisfied
5395,110315,Female,Loyal Customer,52,Business travel,Business,2480,3,5,5,5,4,3,3,3,3,3,3,2,3,2,4,6,neutral or dissatisfied
5396,105770,Male,Loyal Customer,65,Business travel,Business,442,1,1,1,1,2,2,2,5,5,5,5,4,5,3,4,0,satisfied
5397,74153,Male,Loyal Customer,53,Business travel,Eco,592,5,1,1,1,3,5,3,3,4,3,4,3,2,3,0,0,satisfied
5398,116227,Male,Loyal Customer,36,Personal Travel,Eco,308,1,4,1,3,2,1,2,2,3,4,5,3,4,2,22,23,neutral or dissatisfied
5399,100949,Female,Loyal Customer,42,Business travel,Eco,1142,2,4,4,4,4,3,4,2,2,2,2,2,2,4,2,6,neutral or dissatisfied
5400,91043,Male,Loyal Customer,60,Personal Travel,Eco,444,1,1,2,3,5,2,5,5,2,2,2,4,3,5,0,0,neutral or dissatisfied
5401,60536,Male,Loyal Customer,38,Personal Travel,Eco,862,3,4,3,1,2,3,2,2,4,2,5,3,5,2,11,0,neutral or dissatisfied
5402,15831,Female,Loyal Customer,54,Business travel,Business,2395,4,4,4,4,2,1,4,4,4,4,3,4,4,4,0,0,satisfied
5403,89720,Female,Loyal Customer,36,Personal Travel,Eco,944,4,3,4,1,3,4,2,3,4,3,2,2,5,3,0,0,neutral or dissatisfied
5404,17947,Male,Loyal Customer,43,Personal Travel,Eco,95,3,3,0,3,3,0,3,3,1,4,4,2,4,3,0,0,neutral or dissatisfied
5405,115581,Male,Loyal Customer,22,Business travel,Business,2069,2,2,2,2,2,2,2,2,3,2,2,4,2,2,52,41,neutral or dissatisfied
5406,54830,Male,Loyal Customer,49,Business travel,Business,3715,3,3,3,3,5,4,5,5,5,5,5,3,5,5,0,1,satisfied
5407,102541,Female,Loyal Customer,60,Personal Travel,Eco,226,4,4,4,1,3,5,4,2,2,4,2,4,2,4,0,0,satisfied
5408,110418,Male,Loyal Customer,35,Business travel,Business,2632,2,2,2,2,4,4,4,2,3,2,5,4,2,4,74,190,satisfied
5409,49458,Male,Loyal Customer,59,Business travel,Business,3839,2,2,4,2,2,5,3,4,4,5,4,3,4,5,0,0,satisfied
5410,84888,Male,Loyal Customer,52,Personal Travel,Eco,547,4,3,4,4,3,4,3,3,2,5,1,3,1,3,5,0,neutral or dissatisfied
5411,59686,Female,Loyal Customer,64,Personal Travel,Eco,964,4,5,5,3,5,5,5,5,5,5,5,5,5,5,10,0,satisfied
5412,15770,Male,Loyal Customer,60,Business travel,Business,254,0,0,0,1,5,3,3,3,3,3,3,2,3,4,0,22,satisfied
5413,16993,Female,disloyal Customer,57,Business travel,Eco,843,3,3,3,4,4,3,2,4,3,2,4,3,3,4,2,1,neutral or dissatisfied
5414,14580,Male,Loyal Customer,39,Business travel,Business,2706,3,2,2,2,2,3,3,3,3,3,3,3,3,1,3,33,neutral or dissatisfied
5415,33926,Female,Loyal Customer,36,Personal Travel,Eco,818,2,4,2,2,3,2,3,3,3,3,2,4,1,3,18,7,neutral or dissatisfied
5416,20331,Female,Loyal Customer,47,Business travel,Eco,265,3,3,3,3,5,3,1,3,3,3,3,3,3,5,36,30,satisfied
5417,92448,Male,Loyal Customer,56,Business travel,Business,1892,3,3,3,3,5,3,4,5,5,5,5,5,5,3,0,0,satisfied
5418,20714,Male,Loyal Customer,56,Business travel,Eco,707,5,5,4,4,5,5,5,5,4,3,3,3,5,5,0,0,satisfied
5419,22317,Male,disloyal Customer,49,Business travel,Eco,208,3,0,3,4,4,3,2,4,5,1,1,2,5,4,2,0,neutral or dissatisfied
5420,90591,Female,disloyal Customer,21,Business travel,Eco,250,4,0,5,1,1,5,1,1,5,2,5,4,4,1,0,0,satisfied
5421,66458,Female,Loyal Customer,50,Personal Travel,Eco,1217,1,0,0,4,5,3,3,2,2,0,2,1,2,3,1,3,neutral or dissatisfied
5422,91508,Male,Loyal Customer,60,Business travel,Business,1620,5,5,5,5,4,3,4,3,3,3,3,3,3,3,0,0,satisfied
5423,76136,Female,Loyal Customer,56,Business travel,Business,689,3,3,3,3,5,4,4,4,4,5,4,3,4,3,0,0,satisfied
5424,26356,Male,disloyal Customer,20,Business travel,Eco,894,0,0,0,5,2,0,2,2,4,5,1,1,3,2,40,38,satisfied
5425,53686,Female,Loyal Customer,29,Business travel,Business,3709,3,1,1,1,3,3,3,3,4,1,3,1,3,3,2,9,neutral or dissatisfied
5426,117396,Female,disloyal Customer,34,Business travel,Business,544,2,2,2,3,2,2,2,2,5,4,4,5,4,2,0,0,neutral or dissatisfied
5427,59489,Male,Loyal Customer,54,Personal Travel,Eco,901,2,1,2,3,4,2,4,4,1,4,4,4,4,4,3,0,neutral or dissatisfied
5428,95738,Female,disloyal Customer,26,Business travel,Business,181,5,4,5,4,4,5,4,4,4,2,5,4,5,4,0,0,satisfied
5429,116584,Female,Loyal Customer,42,Business travel,Business,1944,2,2,2,2,5,5,4,5,5,5,5,5,5,5,2,0,satisfied
5430,112989,Female,Loyal Customer,48,Business travel,Business,1797,5,5,5,5,4,5,4,5,5,5,5,3,5,5,1,0,satisfied
5431,24169,Female,Loyal Customer,40,Business travel,Business,1987,0,3,0,5,5,5,5,5,5,4,1,5,1,5,166,168,satisfied
5432,60682,Male,Loyal Customer,49,Business travel,Business,1605,2,4,4,4,2,2,4,2,2,2,2,2,2,1,3,0,neutral or dissatisfied
5433,58577,Male,Loyal Customer,19,Personal Travel,Eco,403,2,4,5,2,2,5,1,2,4,4,4,3,4,2,0,0,neutral or dissatisfied
5434,117242,Female,Loyal Customer,67,Personal Travel,Eco,368,2,5,2,4,2,5,2,1,1,2,1,3,1,5,0,0,neutral or dissatisfied
5435,101837,Male,Loyal Customer,43,Personal Travel,Eco,1521,3,4,3,4,2,3,2,2,4,3,5,3,4,2,0,0,neutral or dissatisfied
5436,720,Female,Loyal Customer,51,Business travel,Business,309,1,1,1,1,2,5,4,5,5,5,5,4,5,4,0,0,satisfied
5437,104874,Male,Loyal Customer,57,Business travel,Business,2056,3,3,3,3,5,3,1,5,5,5,5,2,5,4,0,0,satisfied
5438,6077,Female,Loyal Customer,8,Personal Travel,Eco,691,3,4,3,3,3,3,3,3,3,2,4,5,5,3,0,2,neutral or dissatisfied
5439,122427,Male,Loyal Customer,53,Business travel,Business,1916,4,1,2,1,5,1,3,4,4,4,4,2,4,3,7,24,neutral or dissatisfied
5440,33039,Female,Loyal Customer,49,Personal Travel,Eco,101,3,5,0,2,4,5,5,5,5,0,5,5,5,5,0,2,neutral or dissatisfied
5441,107052,Male,Loyal Customer,40,Business travel,Business,1724,4,4,5,4,5,2,3,4,4,4,4,1,4,2,27,21,neutral or dissatisfied
5442,20190,Male,Loyal Customer,18,Business travel,Business,677,2,2,2,2,5,5,5,5,3,4,4,1,2,5,1,9,satisfied
5443,95244,Female,Loyal Customer,16,Personal Travel,Eco,189,2,4,0,1,3,0,3,3,4,5,5,4,5,3,13,11,neutral or dissatisfied
5444,76455,Male,Loyal Customer,57,Business travel,Business,516,1,1,5,1,2,4,4,5,5,5,5,4,5,4,0,0,satisfied
5445,96232,Male,disloyal Customer,48,Business travel,Eco,328,2,3,2,4,4,2,2,4,1,3,3,3,4,4,8,2,neutral or dissatisfied
5446,21171,Female,Loyal Customer,44,Business travel,Business,3537,4,4,4,4,5,4,4,4,4,4,4,1,4,1,60,44,neutral or dissatisfied
5447,123455,Male,Loyal Customer,49,Business travel,Business,2077,3,3,3,3,4,5,5,2,2,2,2,5,2,3,1,0,satisfied
5448,120489,Female,Loyal Customer,12,Personal Travel,Eco,366,2,1,2,2,2,2,2,2,2,3,3,2,3,2,10,24,neutral or dissatisfied
5449,61783,Male,Loyal Customer,14,Personal Travel,Eco,1608,2,1,2,2,3,2,3,3,4,1,2,1,1,3,0,0,neutral or dissatisfied
5450,72597,Male,Loyal Customer,44,Personal Travel,Eco,1017,2,2,2,4,1,2,1,1,1,2,3,3,4,1,0,0,neutral or dissatisfied
5451,35383,Male,Loyal Customer,59,Business travel,Eco,676,4,1,3,3,4,4,4,4,2,4,4,1,2,4,7,1,satisfied
5452,54044,Female,Loyal Customer,41,Business travel,Eco,1416,4,2,2,2,5,4,5,5,3,4,1,2,3,5,0,0,satisfied
5453,125730,Female,Loyal Customer,64,Business travel,Business,814,5,5,5,5,4,5,5,4,4,4,4,5,4,3,0,0,satisfied
5454,123354,Male,Loyal Customer,45,Business travel,Business,2506,4,4,4,4,4,5,4,5,5,5,5,3,5,3,0,0,satisfied
5455,120464,Male,Loyal Customer,14,Personal Travel,Eco,366,2,5,2,3,3,2,3,3,4,3,5,5,5,3,0,0,neutral or dissatisfied
5456,77939,Female,disloyal Customer,27,Business travel,Business,214,2,2,2,2,3,2,3,3,4,4,4,4,4,3,0,3,neutral or dissatisfied
5457,24834,Female,Loyal Customer,69,Business travel,Business,494,1,4,4,4,1,3,3,1,1,1,1,4,1,3,64,70,neutral or dissatisfied
5458,58575,Female,Loyal Customer,49,Business travel,Eco,403,3,5,5,5,1,3,4,3,3,3,3,4,3,2,0,0,neutral or dissatisfied
5459,12106,Female,Loyal Customer,41,Business travel,Eco,1034,5,3,3,3,5,5,5,5,1,3,4,2,3,5,41,14,satisfied
5460,88463,Female,disloyal Customer,25,Business travel,Eco,594,4,3,4,2,2,4,2,2,4,4,4,2,2,2,0,0,neutral or dissatisfied
5461,105974,Male,Loyal Customer,69,Personal Travel,Eco,2295,2,4,2,4,1,2,2,1,5,4,2,4,4,1,31,0,neutral or dissatisfied
5462,110607,Male,Loyal Customer,51,Business travel,Business,1867,5,5,5,5,5,4,5,4,4,4,4,3,4,3,25,10,satisfied
5463,125212,Female,Loyal Customer,51,Personal Travel,Eco,651,5,2,5,4,5,2,4,4,4,2,1,1,4,3,1,0,satisfied
5464,106008,Male,Loyal Customer,18,Business travel,Business,1999,1,1,1,1,1,1,1,1,3,5,4,1,3,1,0,0,neutral or dissatisfied
5465,3954,Female,disloyal Customer,24,Business travel,Eco,364,2,5,2,2,4,2,4,4,5,3,5,1,4,4,0,10,neutral or dissatisfied
5466,123981,Male,Loyal Customer,50,Business travel,Business,3922,3,3,3,3,2,5,5,5,5,5,4,4,5,4,0,0,satisfied
5467,98618,Female,disloyal Customer,48,Business travel,Business,951,2,2,2,2,1,2,1,1,4,5,4,3,4,1,16,15,neutral or dissatisfied
5468,66444,Male,Loyal Customer,59,Business travel,Business,2086,1,4,4,4,3,3,4,1,1,1,1,3,1,2,1,0,neutral or dissatisfied
5469,87943,Female,Loyal Customer,36,Personal Travel,Business,240,4,5,4,2,4,3,3,5,5,4,5,5,5,4,69,66,neutral or dissatisfied
5470,24553,Male,Loyal Customer,40,Business travel,Business,874,4,3,3,3,4,3,4,4,4,4,4,2,4,1,0,0,neutral or dissatisfied
5471,49968,Male,Loyal Customer,21,Business travel,Business,3679,2,2,2,2,4,4,3,4,4,3,3,4,2,4,0,0,satisfied
5472,107003,Male,Loyal Customer,25,Personal Travel,Eco,937,2,5,2,3,2,2,2,2,3,5,4,3,4,2,0,0,neutral or dissatisfied
5473,30032,Female,disloyal Customer,55,Business travel,Eco,399,1,4,1,3,2,1,2,2,2,5,3,2,3,2,0,0,neutral or dissatisfied
5474,82005,Male,disloyal Customer,21,Business travel,Eco,1220,3,3,3,4,5,3,3,5,2,2,4,2,4,5,0,7,neutral or dissatisfied
5475,73332,Female,disloyal Customer,39,Business travel,Business,1197,3,4,4,1,1,4,1,1,5,3,4,5,5,1,0,0,neutral or dissatisfied
5476,92666,Male,Loyal Customer,32,Business travel,Business,2992,4,4,4,4,5,5,5,5,3,4,4,4,5,5,23,21,satisfied
5477,16055,Female,disloyal Customer,28,Business travel,Eco,744,2,1,1,4,1,1,1,1,1,5,1,2,4,1,0,0,neutral or dissatisfied
5478,116580,Female,disloyal Customer,20,Business travel,Business,342,0,0,0,5,4,0,4,4,4,2,5,4,5,4,6,0,satisfied
5479,122262,Female,Loyal Customer,55,Personal Travel,Eco,646,3,3,3,5,1,5,3,4,4,3,5,5,4,1,0,0,neutral or dissatisfied
5480,5812,Male,Loyal Customer,30,Personal Travel,Eco,177,4,4,4,3,2,4,5,2,5,4,5,4,5,2,14,7,satisfied
5481,23265,Male,Loyal Customer,27,Business travel,Business,2829,2,5,5,5,2,2,2,2,1,5,2,1,2,2,5,0,neutral or dissatisfied
5482,56966,Female,disloyal Customer,57,Business travel,Eco,925,4,4,4,2,4,3,4,3,3,2,1,4,2,4,16,17,neutral or dissatisfied
5483,111110,Male,Loyal Customer,26,Personal Travel,Eco Plus,240,1,3,1,2,4,1,4,4,2,5,2,3,3,4,22,19,neutral or dissatisfied
5484,102189,Female,Loyal Customer,41,Business travel,Business,1639,2,2,2,2,4,5,4,4,4,4,4,5,4,3,49,43,satisfied
5485,25883,Female,disloyal Customer,24,Business travel,Eco,907,2,2,2,5,5,2,3,5,5,1,3,4,4,5,23,23,neutral or dissatisfied
5486,104329,Male,Loyal Customer,30,Business travel,Business,3575,2,2,2,2,2,2,2,2,1,4,3,3,4,2,26,25,neutral or dissatisfied
5487,102453,Female,Loyal Customer,30,Personal Travel,Eco,397,3,4,3,3,5,3,5,5,5,3,5,3,5,5,0,0,neutral or dissatisfied
5488,115407,Male,disloyal Customer,36,Business travel,Business,358,2,2,2,3,2,2,2,2,3,5,5,4,5,2,0,0,neutral or dissatisfied
5489,116969,Male,disloyal Customer,45,Business travel,Business,370,5,5,5,2,4,5,3,4,5,4,4,5,5,4,94,88,satisfied
5490,94505,Male,Loyal Customer,56,Business travel,Business,3342,4,4,4,4,4,4,4,5,5,5,5,4,5,4,1,1,satisfied
5491,7688,Female,disloyal Customer,37,Business travel,Eco,204,3,0,3,4,4,3,4,4,2,1,3,4,5,4,0,0,neutral or dissatisfied
5492,43602,Male,Loyal Customer,36,Business travel,Business,2315,4,4,4,4,5,2,5,5,5,4,5,5,5,1,0,0,satisfied
5493,37759,Male,Loyal Customer,38,Business travel,Eco Plus,944,5,5,4,4,5,5,5,5,3,4,4,5,3,5,21,36,satisfied
5494,44583,Male,Loyal Customer,60,Personal Travel,Eco,177,3,3,0,3,4,0,4,4,3,3,2,4,4,4,37,40,neutral or dissatisfied
5495,42234,Male,Loyal Customer,44,Business travel,Eco,834,4,3,3,3,5,4,5,5,5,4,2,1,3,5,0,19,satisfied
5496,60650,Female,Loyal Customer,43,Business travel,Eco,1620,3,5,5,5,4,2,2,3,3,3,3,3,3,4,35,,neutral or dissatisfied
5497,77704,Female,disloyal Customer,36,Business travel,Eco,689,4,4,4,3,3,4,3,3,1,4,3,3,2,3,0,0,neutral or dissatisfied
5498,105134,Male,Loyal Customer,36,Business travel,Business,1586,0,0,0,4,2,4,4,2,2,2,2,4,2,3,14,4,satisfied
5499,35978,Male,Loyal Customer,39,Business travel,Business,3694,3,3,3,3,4,3,3,4,4,4,4,2,4,5,14,0,satisfied
5500,56972,Female,Loyal Customer,18,Personal Travel,Eco,2454,1,1,1,2,1,2,2,1,4,3,3,2,2,2,5,0,neutral or dissatisfied
5501,91019,Female,Loyal Customer,9,Personal Travel,Eco,406,1,5,1,2,3,1,3,3,3,3,4,4,5,3,0,0,neutral or dissatisfied
5502,111628,Female,Loyal Customer,46,Business travel,Business,1014,5,5,5,5,5,4,5,5,5,5,5,5,5,5,19,1,satisfied
5503,123473,Male,disloyal Customer,27,Business travel,Business,2125,2,2,2,2,5,2,5,5,3,4,3,3,4,5,0,0,neutral or dissatisfied
5504,6005,Female,Loyal Customer,60,Business travel,Business,3913,2,2,2,2,3,4,5,2,2,2,2,3,2,4,22,0,satisfied
5505,39838,Male,disloyal Customer,58,Business travel,Business,272,2,2,2,4,4,2,4,4,3,3,2,5,1,4,0,0,satisfied
5506,51418,Female,Loyal Customer,17,Personal Travel,Eco Plus,209,2,4,2,3,4,2,4,4,2,5,3,4,3,4,36,36,neutral or dissatisfied
5507,35548,Male,Loyal Customer,63,Personal Travel,Eco,828,1,4,1,5,3,1,3,3,4,2,4,4,4,3,0,0,neutral or dissatisfied
5508,8308,Female,Loyal Customer,50,Business travel,Business,2148,4,4,4,4,3,4,4,5,5,5,5,3,5,4,16,5,satisfied
5509,56977,Male,Loyal Customer,39,Personal Travel,Eco,2454,3,5,3,3,3,4,4,5,2,2,4,4,4,4,0,0,neutral or dissatisfied
5510,129339,Male,disloyal Customer,68,Business travel,Eco,975,2,2,2,4,4,2,4,4,1,5,4,4,3,4,0,0,neutral or dissatisfied
5511,29276,Female,Loyal Customer,60,Business travel,Eco,859,5,3,3,3,3,5,3,5,5,5,5,3,5,4,9,10,satisfied
5512,18586,Male,Loyal Customer,40,Business travel,Eco,190,1,4,4,4,1,1,1,1,4,3,3,1,3,1,0,0,neutral or dissatisfied
5513,21532,Female,Loyal Customer,14,Personal Travel,Eco,331,3,3,3,3,5,3,5,5,2,2,3,3,4,5,3,15,neutral or dissatisfied
5514,1644,Male,Loyal Customer,46,Business travel,Business,435,4,1,1,1,2,3,4,4,4,4,4,4,4,2,2,15,neutral or dissatisfied
5515,41590,Male,Loyal Customer,47,Personal Travel,Eco,1482,4,4,4,4,1,4,3,1,1,4,5,3,5,1,0,0,neutral or dissatisfied
5516,19085,Male,disloyal Customer,57,Business travel,Eco,296,2,4,2,4,3,2,3,3,5,2,2,4,2,3,0,0,neutral or dissatisfied
5517,126420,Female,Loyal Customer,59,Business travel,Business,3634,5,5,5,5,3,5,4,5,5,5,5,5,5,5,1,0,satisfied
5518,49235,Male,disloyal Customer,26,Business travel,Eco,89,2,4,2,1,4,2,4,4,5,1,4,3,3,4,0,0,neutral or dissatisfied
5519,51193,Male,Loyal Customer,20,Business travel,Eco Plus,89,5,3,3,3,5,5,5,5,1,1,1,3,1,5,0,0,satisfied
5520,52007,Female,Loyal Customer,44,Business travel,Business,1710,4,4,4,4,4,1,5,5,5,5,5,1,5,2,0,0,satisfied
5521,94733,Female,Loyal Customer,49,Business travel,Eco,233,4,2,2,2,2,2,1,4,4,4,4,4,4,4,28,23,neutral or dissatisfied
5522,120671,Female,disloyal Customer,72,Business travel,Eco,280,3,2,3,4,3,3,3,3,4,2,4,2,4,3,0,8,neutral or dissatisfied
5523,38134,Female,disloyal Customer,43,Business travel,Eco,721,4,3,3,5,4,3,4,4,3,1,5,5,4,4,6,0,neutral or dissatisfied
5524,109639,Male,Loyal Customer,41,Business travel,Business,829,4,4,4,4,3,5,5,5,5,5,5,5,5,5,51,37,satisfied
5525,91811,Female,Loyal Customer,12,Personal Travel,Eco,599,3,3,3,2,1,3,1,1,4,3,4,5,3,1,72,70,neutral or dissatisfied
5526,102941,Male,Loyal Customer,48,Business travel,Business,719,5,5,5,5,4,5,5,5,5,5,5,3,5,5,0,13,satisfied
5527,121493,Male,Loyal Customer,52,Business travel,Business,3019,1,1,1,1,4,5,4,4,4,4,4,4,4,3,55,47,satisfied
5528,16930,Female,disloyal Customer,37,Business travel,Eco,820,4,3,3,3,2,3,2,2,5,4,3,4,4,2,0,17,neutral or dissatisfied
5529,27603,Male,Loyal Customer,44,Personal Travel,Eco,679,2,4,2,3,4,2,2,4,5,2,5,4,4,4,30,32,neutral or dissatisfied
5530,92368,Male,Loyal Customer,42,Business travel,Business,1892,1,1,5,1,3,5,5,2,2,2,2,5,2,5,0,0,satisfied
5531,102141,Female,Loyal Customer,54,Business travel,Business,1544,1,1,1,1,3,4,5,5,5,4,5,3,5,3,6,1,satisfied
5532,125562,Female,Loyal Customer,68,Business travel,Business,226,1,1,1,1,1,1,5,5,5,5,5,3,5,3,0,10,satisfied
5533,101264,Male,Loyal Customer,45,Business travel,Business,676,5,5,2,5,3,3,3,4,4,4,4,2,4,3,0,0,satisfied
5534,55082,Female,Loyal Customer,38,Business travel,Business,1609,3,3,3,3,5,2,3,3,3,4,3,1,3,2,0,0,neutral or dissatisfied
5535,115524,Female,Loyal Customer,48,Business travel,Business,1922,5,5,5,5,5,5,4,2,2,3,2,4,2,4,0,0,satisfied
